symbol,time,fpkm
Adar,Late,97.0433891762689
Adf1,Early,98.65991621651216
Adf1,Late,92.6595976333773
Adgf-A,Early,2.76649541642095
Adgf-A,Late,9.64038808776014
Adgf-D,Early,0
Adgf-D,Late,0.03247830941383525
Adk1,Early,1.667440701423275
Adk1,Late,1.962458228219715
Adk2,Early,105.19828244611901
Adk2,Late,67.25628642419605
Adk3,Early,28.7801176136782
Adk3,Late,58.2223009449542
AdoR,Early,0
AdoR,Late,0.053948020204529
Ady43A,Early,6.059963355605966
Ady43A,Late,4.46328126943233
Aef1,Early,14.3000435001521
Aef1,Late,15.21726454821735
Afti,Early,7.587660428396735
Afti,Late,7.4033359307402495
Ag5r,Early,3.5755669980395197
Ag5r,Late,11.01616841792765
Ahcy13,Early,114.0808477301365
Ahcy13,Late,24.5650637260927
Ahcy89E,Early,0.3902611661895335
Ahcy89E,Late,1.025495128759095
Ak6,Early,51.72886644197005
Ak6,Late,31.02847954939255
Akap200,Early,425.2365382997715
Akap200,Late,325.849418896267
Akh,Early,0.4125571328095145
Akh,Late,2.24193472606073
Akt1,Early,57.2039221732131
Akt1,Late,65.24141179517585
Alas,Early,19.110991952596898
Alas,Late,15.423300604142888
Ald,Early,152.7911639628935
Ald,Late,48.16138588135405
Aldh,Early,11.9797071372981
Aldh,Late,29.8535230615786
Aldh-III,Early,31.472297647644048
Aldh-III,Late,26.89425854298365
Alg-2,Early,69.14154370003331
Alg-2,Late,96.79731876729625
Alg10,Early,9.978775809312541
Alg10,Late,6.334870815552585
Alh,Early,44.77816517951525
Alh,Late,54.195258423408305
Alk,Early,1.6396730457136899
Alk,Late,0.457669492514926
AlkB,Early,6.93710498164208
AlkB,Late,7.429820366179889
Alr,Early,13.795401510779751
Alr,Late,4.9929396426578645
AlstR,Early,0.0300919402852146
AlstR,Late,0.0535386829796569
Ama,Early,61.3853219999293
Ama,Late,3.4795659291931003
Amph,Early,12.05599599715735
Amph,Late,19.988238132939948
Amun,Early,68.36576676708755
Amun,Late,48.6072613782471
Amy-d,Early,0.059395816058528
Amy-d,Late,0
Ance,Early,166.05608654071602
Ance,Late,11.368225405450355
Ance-2,Early,0
Ance-2,Late,0.1744502879397
Ance-3,Early,0
Ance-3,Late,0.387648865300832
Ance-4,Early,0
Ance-4,Late,0.7588752011596769
Ance-5,Early,1.5606388391959198
Ance-5,Late,0.6623671487102045
Ank,Early,164.87178831726
Ank,Late,235.839592947336
Ank2,Early,0.2743369894883984
Ank2,Late,12.368649320104751
AnnIX,Early,164.9763159781045
AnnIX,Late,89.6495954268022
AnnX,Early,6.07757311162308
AnnX,Late,4.076189197619245
Ant2,Early,2.34477815694413
Ant2,Late,2.84579064556321
Antp,Early,46.08142574895735
Antp,Late,13.824213034062101
Anxb11,Early,40.96995470792465
Anxb11,Late,56.44282899903965
Aos1,Early,53.458894543588954
Aos1,Late,29.797358287447054
Apc,Early,4.991023487672545
Apc,Late,4.99042129038377
Apc10,Early,3.44342248657791
Apc10,Late,2.43136738142545
Apc2,Early,27.8316663990339
Apc2,Late,18.076584419893848
Apc7,Early,0.124091258802413
Apc7,Late,0.6920902721406266
ApepP,Early,21.84661546290615
ApepP,Late,13.95093944418185
Apf,Early,22.1837399539498
Apf,Late,18.6265060969209
Aplip1,Early,0.02202276896583005
Aplip1,Late,0.7603032281270661
Appl,Early,0.9214295484280685
Appl,Late,18.48912806781415
Aprt,Early,15.685275508732552
Aprt,Late,28.3872959125623
Aps,Early,324.263850042964
Aps,Late,477.13019690868146
Arc1,Early,18.8229730350123
Arc1,Late,17.97119492291255
Arc2,Early,3.6080460957932203
Arc2,Late,4.89650438881411
Arc42,Early,43.80273787072695
Arc42,Late,20.68054045349975
Arf102F,Early,123.67268872124399
Arf102F,Late,159.94428147923998
Arf51F,Early,72.4526062147349
Arf51F,Late,90.4922273967656
Arf72A,Early,23.317681300435552
Arf72A,Late,22.97507634591385
Arf79F,Early,195.7964106111175
Arf79F,Late,252.145179548012
Arf84F,Early,14.98464970408355
Arf84F,Late,20.06406369480275
ArfGAP3,Early,59.414667375220205
ArfGAP3,Late,38.25248752289825
Argk,Early,306.6723494328155
Argk,Late,88.8793131785644
Ark,Early,11.762163863180849
Ark,Late,13.76716517978735
Arp1,Early,37.8876212404482
Arp1,Late,36.5746287679601
Arp10,Early,22.56780670939215
Arp10,Late,11.409362215029489
Arp2,Early,51.323973766882304
Arp2,Late,56.04817737120915
Arp3,Early,33.381505840673555
Arp3,Late,21.6575292719204
Arp5,Early,23.0397738553918
Arp5,Late,11.540469834464979
Arp6,Early,48.56077725793645
Arp6,Late,33.7535796339353
Arp8,Early,13.6721696390986
Arp8,Late,6.897950158279425
Arpc1,Early,37.0951971159773
Arpc1,Late,20.878335227595997
Arpc2,Early,30.927408963287903
Arpc2,Late,29.88964243255115
Arpc3A,Early,51.25022592569025
Arpc3A,Late,57.858530394697354
Arpc3B,Early,0.2083090750770945
Arpc3B,Late,0.7586184849470545
Arpc4,Early,53.41796365786685
Arpc4,Late,43.894961076342454
Arpc5,Early,59.7565043173337
Arpc5,Late,50.7700714060694
Arr2,Early,0.226220586379437
Arr2,Late,0.076120518534114
Ars2,Early,109.62161316594336
Ars2,Late,68.55692995825561
Art1,Early,250.0402442473105
Art1,Late,79.5067614620585
Art2,Early,0.348947038962706
Art2,Late,0.060249236329633
Art3,Early,12.16789660438115
Art3,Late,4.102022121432015
Art4,Early,3.19130025965046
Art4,Late,0.9055969292308805
Art7,Early,13.9671246775723
Art7,Late,3.09932752426839
Art8,Early,113.91006767113501
Art8,Late,29.4440594272166
Art9,Early,0
Art9,Late,0.0527714942319835
Asap1,Early,41.8539002086477
Asap1,Late,40.55014541125555
Asator,Early,7.568852345442915
Asator,Late,15.595524968995399
Asph,Early,0.8097491762564445
Asph,Late,2.268972827457565
Ast,Early,0.05405955829016
Ast,Late,0.0272855910770431
Ast-C,Early,0
Ast-C,Late,1.348671245044978
Asx,Early,11.5582754443709
Asx,Late,14.17186419507525
Atac1,Early,1.7834867293211452
Atac1,Late,2.413467960226695
Atac2,Early,13.4422131883265
Atac2,Late,11.906652513753802
Atac3,Early,13.2666271270491
Atac3,Late,8.40711344841415
Ate1,Early,76.8753857249913
Ate1,Late,55.9735639335465
Atet,Early,3.65089271074058
Atet,Late,29.02739847483645
Atf-2,Early,11.09401665367605
Atf-2,Late,8.23443112207041
Atf3,Early,3.9429892810314398
Atf3,Late,0.5191726051626745
Atf6,Early,98.46741059890815
Atf6,Late,165.96128836761602
Atg1,Early,22.937110350938198
Atg1,Late,22.9994286629492
Atg12,Early,3.76147967089401
Atg12,Late,7.439330277086571
Atg13,Early,23.5379706275086
Atg13,Late,17.4628327747967
Atg18,Early,23.900842596731948
Atg18,Late,21.00160898502305
Atg2,Early,58.4592969790303
Atg2,Late,56.73738895983375
Atg4,Early,50.104014271726555
Atg4,Late,27.339125209761598
Atg5,Early,11.87407054502695
Atg5,Late,14.32465282171915
Atg6,Early,2.690985576229095
Atg6,Late,3.359838449922595
Atg7,Early,6.15233206888832
Atg7,Late,8.35424742897513
Atg8a,Early,28.899888202998348
Atg8a,Late,55.30777705588065
Atg9,Early,2.85367830831727
Atg9,Late,1.9582147548974551
Atox1,Early,134.865067081384
Atox1,Late,221.296028039433
Atpalpha,Early,206.484655763737
Atpalpha,Late,204.040124596754
AttA,Early,0
AttA,Late,0.03986488447205815
AttB,Early,0
AttB,Late,0.1169934070237365
AttC,Early,0
AttC,Late,0.031582260979243
AttD,Early,0
AttD,Late,0.15174943616675
Atu,Early,26.394064476123297
Atu,Late,10.56560244311096
Atx-1,Early,0.366366137189321
Atx-1,Late,0.4744729047873535
Atx2,Early,250.11228794277298
Atx2,Late,234.1094502290465
Aut1,Early,37.153896838878055
Aut1,Late,47.560084090953
Aven,Early,1.1273514691477786
Aven,Late,0.6346260509707855
Awh,Early,3.74966401218982
Awh,Late,2.66026286606365
Axn,Early,54.501339676697754
Axn,Late,48.0269036695523
Axs,Early,34.4942463233375
Axs,Late,22.986123508992648
Axud1,Early,26.7402476735444
Axud1,Late,15.8241596014343
B-H1,Early,10.7612757982539
B-H1,Late,2.1607708814631623
B-H2,Early,2.5360158422049803
B-H2,Late,0.6965321852665015
B4,Early,43.767109508865744
B4,Late,71.05710944607955
B52,Early,230.8232236135295
B52,Late,113.67842364497949
BBS4,Early,0
BBS4,Late,1.271519772422365
BBS8,Early,0.45127482996974855
BBS8,Late,0.352861764524375
BCL7-like,Early,18.393310711507247
BCL7-like,Late,9.705180749851376
BEAF-32,Early,28.0110950165922
BEAF-32,Late,21.292027531726802
BG4,Early,4.790179453470965
BG4,Late,9.132504418720444
BG642163,Early,0
BG642163,Late,1.5457480383315398
BHD,Early,8.544372171177189
BHD,Late,7.91059733563954
BI-1,Early,83.60099540213295
BI-1,Late,183.657867140663
BM-40-SPARC,Early,46.914985054911
BM-40-SPARC,Late,49.68781721851116
BRWD3,Early,47.165078384017804
BRWD3,Late,30.999905797547747
BTBD9,Early,11.03712326685115
BTBD9,Late,6.999496970838704
Baldspot,Early,79.91795634683226
Baldspot,Late,57.2930418735941
Bap,Early,126.418168354617
Bap,Late,91.14926730718935
Bap170,Early,106.92197194884095
Bap170,Late,41.6870214906003
Bap55,Early,125.33809208517951
Bap55,Late,63.0377050854245
Bap60,Early,31.52212596282185
Bap60,Late,12.9527841836979
Bem46,Early,8.506584979180305
Bem46,Late,7.0614533273861095
Best1,Early,12.23106235585535
Best1,Late,33.052870706197254
Best2,Early,9.61000678178468
Best2,Late,7.13804970069912
Bet1,Early,21.002404658322
Bet1,Late,26.669517651361502
Bet3,Early,11.0856109042286
Bet3,Late,12.84866834628785
Bet5,Early,18.9263568260242
Bet5,Late,31.7059329421091
Bgb,Early,33.178744664846754
Bgb,Late,37.203690200507495
BicD,Early,52.855794765650444
BicD,Late,78.2795162662816
Bili,Early,0
Bili,Late,0.3250608042877935
Bin1,Early,76.98784432990595
Bin1,Late,70.43386095308355
Bj1,Early,32.963435103078595
Bj1,Late,5.17748708960588
Bka,Early,3.812327387589855
Bka,Late,1.95972326261106
Blimp-1,Early,11.683616964714835
Blimp-1,Late,11.924104685412885
Blm,Early,17.2141691973549
Blm,Late,6.857355811541096
Bmcp,Early,2.34627541034821
Bmcp,Late,2.10568505614034
BoYb,Early,0.22461075152905102
BoYb,Late,0.2980215657279372
Br140,Early,4.0568361023543105
Br140,Late,1.96024493610534
Brca2,Early,6.9013887866772645
Brca2,Late,9.154601879572185
Brd,Early,7.44748846618986
Brd,Late,1.1724034457568675
Brd8,Early,8.601050492340075
Brd8,Late,3.6792559094661748
Bre1,Early,85.6006780796008
Bre1,Late,55.18496251167775
Brf,Early,16.5417661621507
Brf,Late,10.681337839805813
Bro,Early,0.0509752473918625
Bro,Late,0.051457681097577
Bruce,Early,128.0382581456035
Bruce,Late,126.2426630959005
Bsg,Early,363.17870937867
Bsg,Late,638.0945608057445
Bsg25D,Early,6.413918047132761
Bsg25D,Late,5.479596930384515
BtbVII,Early,79.62644451131685
BtbVII,Late,77.444595687739593
BthD,Early,15.933086078825252
BthD,Late,0.2996829682104455
Btk29A,Early,82.97907680032506
Btk29A,Late,86.39087852716176
Bub1,Early,4.53702659473865
Bub1,Late,4.38087425247401
Bub3,Early,33.45750694193855
Bub3,Late,20.34380430292445
BubR1,Early,13.4785884499884
BubR1,Late,2.341718513462725
Buffy,Early,0.10688015171245299
Buffy,Late,0.4398872626940815
Bx,Early,22.4893371472714
Bx,Late,18.525615837491898
Bx42,Early,163.0455160126135
Bx42,Late,75.60530108959244
Bzd,Early,5.865717254518286
Bzd,Late,6.656206060982081
C15,Early,4.356582679720756
C15,Late,0.4846505203325665
C1GalTA,Early,5.106446337434345
C1GalTA,Late,3.29881582107544
C3G,Early,28.5694114849148
C3G,Late,26.3759486090486
C901,Early,0.2568260523826875
C901,Late,5.03947968937311
CAH1,Early,4.633377317363514
CAH1,Late,5.96306416485567
CAH2,Early,1.0636007242059256
CAH2,Late,0.280695135293402
CAHbeta,Early,1.1939925858303226
CAHbeta,Late,1.671247115170615
CAP,Early,8.875173206688025
CAP,Late,24.6047689702782
CAP-D2,Early,32.059196464321246
CAP-D2,Late,4.85944829705143
CASK,Early,130.4687033204395
CASK,Late,149.274495658766
CBP,Early,162.634537801237
CBP,Late,178.6289745002345
CCHa1,Early,0
CCHa1,Late,0.18419431475513964
CCHa2,Early,0.3265125480781095
CCHa2,Late,9.459543595890416
CCKLR-17D3,Early,2.572590377126025
CCKLR-17D3,Late,1.076029527713648
CCS,Early,23.06992458710645
CCS,Late,18.990926538043098
CD98hc,Early,202.9278132823835
CD98hc,Late,47.53986922249055
CDC45L,Early,59.295563314762205
CDC45L,Late,5.527713300680444
CDase,Early,34.5435104112784
CDase,Late,19.889311112827052
CG10005,Early,36.7694409784264
CG10005,Late,90.9888730239298
CG10006,Early,0.1612835303588855
CG10006,Late,0
CG10011,Early,99.11227431964615
CG10011,Late,90.607507412631
CG10014,Early,0.2394164406216345
CG10014,Late,0
CG10019,Early,0.687756910342323
CG10019,Late,11.81793619333604
CG10026,Early,2.776034874383175
CG10026,Late,112.9736383749925
CG10029,Early,0.8091399970865699
CG10029,Late,1.0910324236373665
CG10032,Early,0.073691790889012
CG10032,Late,0
CG10035,Early,0.136635888750457
CG10035,Late,0
CG10038,Early,49.29688399310869
CG10038,Late,40.33402341924565
CG10041,Early,0.650159545565667
CG10041,Late,0.243760219056827
CG10050,Early,2.1285155853971647
CG10050,Late,1.48421643135595
CG10051,Early,0.5345379007173825
CG10051,Late,0
CG10053,Early,11.106807316438601
CG10053,Late,17.76834238367275
CG10055,Early,37.89399716219765
CG10055,Late,35.05600811283555
CG10062,Early,0
CG10062,Late,0.1060947816546055
CG10063,Early,0.01478640074797055
CG10063,Late,0
CG10064,Early,0.03237874268773695
CG10064,Late,0.1152145872687628
CG10068,Early,6.415726463463595
CG10068,Late,8.613175242752295
CG10075,Early,9.27981105699941
CG10075,Late,5.5212116990704505
CG10077,Early,193.180485549596
CG10077,Late,189.9205276092675
CG10082,Early,36.2445858712279
CG10082,Late,76.41450612496996
CG10083,Early,11.174105416954
CG10083,Late,8.198202690384765
CG10089,Early,2.608479168983385
CG10089,Late,0.666152610458084
CG10092,Early,2.0904766508872203
CG10092,Late,1.88738044321955
CG10098,Early,46.23726421749185
CG10098,Late,63.10933772454385
CG10103,Early,52.425796409419505
CG10103,Late,40.924092271679555
CG10126,Early,2.96407260439731
CG10126,Late,15.12725832606575
CG10131,Early,3.3120222947790348
CG10131,Late,0.18354170416156
CG10132,Early,0.107791293926699
CG10132,Late,0.710947006505672
CG10133,Early,210.2872493419245
CG10133,Late,101.50657324729195
CG10137,Early,0.101950494783725
CG10137,Late,1.855047313264509
CG10139,Early,11.9885843521152
CG10139,Late,13.59871340692495
CG10140,Early,0
CG10140,Late,0.01399695388771565
CG10144,Early,9.897784653352424
CG10144,Late,7.979830924543659
CG10147,Early,2.35176358734675
CG10147,Late,6.242649705231895
CG10151,Early,0.6371826299490064
CG10151,Late,0.2944414646125365
CG10153,Early,13.79913753762515
CG10153,Late,21.0668324864452
CG10157,Early,0.11890406684689955
CG10157,Late,0.4668743229914285
CG10158,Early,2.3204262794047503
CG10158,Late,2.4697399477463904
CG10165,Early,5.240442238738745
CG10165,Late,9.38228144055441
CG10166,Early,10.039355486781975
CG10166,Late,13.65326076707085
CG10170,Early,0
CG10170,Late,0.02921390140050905
CG10171,Early,2.365574590598
CG10171,Late,1.68771119585311
CG10175,Early,0.2623830647508235
CG10175,Late,5.117756185537275
CG10176,Early,137.2524821607255
CG10176,Late,213.1901549432405
CG10178,Early,0.134818183817298
CG10178,Late,0.0173444771251973
CG10182,Early,0
CG10182,Late,0.03851335759166485
CG10184,Early,0.284115363099541
CG10184,Late,2.476279964315925
CG10188,Early,10.31914471152723
CG10188,Late,15.166729469054449
CG10189,Early,4.214847859113394
CG10189,Late,6.496692595446315
CG10194,Early,17.14210894553215
CG10194,Late,22.9124297180608
CG10195,Early,6.408418401222955
CG10195,Late,3.710065946722865
CG10200,Early,32.87332885892745
CG10200,Late,5.16803063723079
CG10202,Early,0.064167598737186
CG10202,Late,0
CG10205,Early,0.0904834181126732
CG10205,Late,0.139689249437603
CG10208,Early,1.95700968704863
CG10208,Late,4.679951673159325
CG10209,Early,7.8680695368072895
CG10209,Late,7.7211517009072494
CG1021,Early,23.42568787572695
CG1021,Late,22.315938976515298
CG10211,Early,6.9491409395138195
CG10211,Late,1.6191889637732948
CG10214,Early,19.306156588691
CG10214,Late,11.999595780336051
CG10217,Early,57.634825422178
CG10217,Late,73.25945060843304
CG10219,Early,34.39256066084625
CG10219,Late,25.096184746913153
CG10222,Early,5.34073653720724
CG10222,Late,7.327237732110685
CG10226,Early,0
CG10226,Late,0.1807422518713865
CG10232,Early,0.266963926478538
CG10232,Late,0
CG10237,Early,10.577207608878075
CG10237,Late,21.667751852046898
CG1024,Early,15.18888855142085
CG1024,Late,13.1175490426746
CG10249,Early,135.513773240617
CG10249,Late,64.56352983376675
CG10252,Early,0
CG10252,Late,0.132280545541505
CG10253,Early,0
CG10253,Late,4.88169715117455
CG10254,Early,5.47847720062504
CG10254,Late,6.5836871351921555
CG10257,Early,0
CG10257,Late,0.0242291784002268
CG10262,Early,1.11740130225312
CG10262,Late,4.50292089710016
CG10264,Early,0.3496408666513895
CG10264,Late,0.1595877895272845
CG10265,Early,14.2743287942126
CG10265,Late,13.75903615138995
CG10268,Early,13.6931277658319
CG10268,Late,17.38993026243375
CG10274,Early,7.815815637168935
CG10274,Late,3.78752679392352
CG10277,Early,26.68244779545025
CG10277,Late,41.74991702049405
CG10280,Early,0.150366222302492
CG10280,Late,0
CG10283,Early,5.205045136365195
CG10283,Late,14.7901518616628
CG10286,Early,74.66995464616384
CG10286,Late,22.3153607603342
CG10289,Early,286.8410374411165
CG10289,Late,282.49801610354996
CG10306,Early,314.1732452983295
CG10306,Late,380.6142741725745
CG10307,Early,0.1190154053745425
CG10307,Late,0.3223788066209765
CG10311,Early,2.1659641650655903
CG10311,Late,12.3166357663765
CG10317,Early,0
CG10317,Late,0.04041705967794485
CG10320,Early,51.84187705923685
CG10320,Late,41.1191165210697
CG10321,Early,501.2707486461855
CG10321,Late,399.8614220004745
CG10324,Early,19.5799967393478
CG10324,Late,19.184066254256102
CG10326,Early,78.42700067899365
CG10326,Late,63.92152991704465
CG10333,Early,144.38029431959052
CG10333,Late,108.26971685347701
CG10336,Early,20.863764901014953
CG10336,Late,2.8936223318926304
CG10337,Early,1.1196625117279564
CG10337,Late,0.8558433112935715
CG10338,Early,4.1959366908567
CG10338,Late,8.741388043680907
CG10339,Early,0.1420235216351315
CG10339,Late,0.573470573156815
CG10340,Early,8.71233105417288
CG10340,Late,7.479809613892035
CG10341,Early,46.53951108898215
CG10341,Late,19.0374393386004
CG10343,Early,15.44778402422455
CG10343,Late,12.6766443685141
CG10344,Early,1.448483508636385
CG10344,Late,1.342011121828436
CG10345,Early,0
CG10345,Late,0.0336002740424911
CG10347,Early,7.753473820723205
CG10347,Late,4.600730459060335
CG10348,Early,0
CG10348,Late,0.100551090360941
CG10352,Early,0.077264368688295
CG10352,Late,1.0217360846983856
CG10353,Early,20.7681598052659
CG10353,Late,20.623479721915203
CG10357,Early,0
CG10357,Late,0.0309259380162496
CG10359,Early,175.871009939519
CG10359,Late,149.0617698009465
CG10361,Early,0.01242586104663405
CG10361,Late,0.43086429666829
CG10362,Early,0
CG10362,Late,0.554515872975347
CG10365,Early,0.4321189238564675
CG10365,Late,0.8134701175991905
CG10366,Early,7.358062678790295
CG10366,Late,4.30084773050112
CG10375,Early,91.74017525822396
CG10375,Late,88.85546953893271
CG10376,Early,10.067878986358789
CG10376,Late,7.89511509160764
CG10383,Early,5.334823416987405
CG10383,Late,7.90726075446843
CG10395,Early,7.7903497566821995
CG10395,Late,9.304022628608365
CG10396,Early,0
CG10396,Late,0.3239817425272705
CG10399,Early,10.136076965779395
CG10399,Late,11.501420199306335
CG10405,Early,0
CG10405,Late,1.06202096223719
CG10407,Early,11.253929015483013
CG10407,Late,23.71827637214595
CG1041,Early,11.644483938727198
CG1041,Late,20.020309269653602
CG10413,Early,26.43183163433625
CG10413,Late,41.04428389189085
CG10417,Early,222.176359173548
CG10417,Late,331.66704961657797
CG10418,Early,10.461442429170301
CG10418,Late,7.4244841920795
CG10420,Early,4.751121499076865
CG10420,Late,6.82472883144804
CG10424,Early,41.96253405139885
CG10424,Late,29.06597183119245
CG10425,Early,10.16660642050266
CG10425,Late,8.313176500672206
CG10426,Early,1.4006882739466149
CG10426,Late,1.1342802451282634
CG10428,Early,13.0294257398854
CG10428,Late,19.720691388387202
CG10431,Early,1.2796421068701744
CG10431,Late,3.4996072995872103
CG10433,Early,0.0647006431675515
CG10433,Late,1.5446439014016
